iata,icao,unlocode,place_id,place_name,place_region,place_country
NIG,NGNU,KINIG,2110174,Muribenua Village,Gilbert Islands,KI
NIK,,SNNIK,2247181,Niokolo-Koba,Tambacounda,SN
NIM,DRRN,NENIM,2440485,Niamey,Niamey,NE
NIO,FZBI,CDNIO,2311968,Nioki,Bandundu,CD
NIP,KNIP,,4160021,Jacksonville,Florida,US
NIQ,BGNT,,3421567,Niaqornat,Qaasuitsup,GL
NIS,,PGNIS,2098948,Bueri,New Ireland,PG
NIT,LFBN,FRNIT,2990355,Niort,Aquitaine-Limousin-Poitou-Charentes,FR
NIU,,,4033235,Tupana,Îles Tuamotu-Gambier,PF
NIX,GANR,MLNIX,2452651,Nioro du Sahel,Kayes,ML
NJA,RJTA,JPNJA,1847963,Atsugi,Kanagawa,JP
NJC,USNN,RUNJC,1497543,Nizhnevartovsk,Khanty-Mansiyskiy Avtonomnyy Okrug,RU
NJF,ORNI,IQNJF,98860,Najaf,An Najaf,IQ
NJK,KNJK,,5359052,Imperial,California,US
NJW,KNJW,,4418846,Bluff Springs,Mississippi,US
NKB,,AUNKB,8219854,Yungngora,Western Australia,AU
NKC,GQNN,MRNKC,2377450,Nouakchott,Nouakchott,MR
NKD,,IDNKD,8531657,Wangitigeineti,Papua,ID
NKG,ZSNJ,CNNKG,1799962,Nanjing,Jiangsu,CN
NKL,FZAR,CDNKL,2314012,Nkolo,Bas-Congo,CD
NKM,RJNN,,1856057,Nagoya,Aichi,JP
NKN,,PGNKN,2096509,Gwarawon,Madang,PG
NKO,,,1054116,Voalavo,,MG
NKS,FKAN,CMNKS,2223763,Nkongsamba,Littoral,CM
NKT,LTCV,,448133,Mizdaydek,Şırnak,TR
NKU,FXNK,LSNKU,970449,Nkaus,Eastern Cape,ZA
NKW,FJDG,,7503195,Downtown,,IO
NKX,KNKX,,5391811,San Diego,California,US
NKY,FCBY,CGNKY,8521334,Nkayi,Bouenza,CG
NLA,FLND,ZMNLA,901344,Ndola,Copperbelt,ZM
NLC,KNLC,USNLC,5365918,Lemoore,California,US
NLD,MMNL,MXNLD,3522551,Nuevo Laredo,Tamaulipas,MX
NLF,YDNI,AUNLF,8348262,Erub Island,Queensland,AU
NLG,PAOU,USNLG,5869805,Nelson Lagoon,Alaska,US
NLH,,,10139585,Zhabawan,Yunnan,CN
NLI,,,2121431,Sergeyevka,Khabarovsk Krai,RU
NLK,YSNF,NFNLK,9883894,Burnt Pine,,NF
NLL,YNUL,AUNLL,2064403,Nullagine,Western Australia,AU
NLN,,,5563397,Eureka,California,US
NLO,FZAB,CDNLO,2314302,Kinshasa,Kinshasa,CD
NLP,FANS,ZANLP,971534,Nelspruit,Mpumalanga,ZA
NLT,ZWNL,,1529046,Xinyuan,Xinjiang Uyghur Autonomous Region,CN
NLU,MMSM,,3530597,Mexico City,Mexico City,MX
NLV,UKON,UANLV,700569,Mykolayiv,Mykolaiv,UA
NMA,UTFN,UZNMA,1513157,Namangan,Namangan,UZ
NMB,VADN,INDAM,1263452,Marwad,Daman and Diu,IN
NME,PAGT,USNME,5869937,Nightmute,Alaska,US
NML,,,6161683,Tar Island,Alberta,CA
NMM,KNMM,,4448629,Topton,Mississippi,US
NMR,YNAP,AUNMR,2154259,Oontoo,Queensland,AU
NMS,VYNS,MMNMS,1306443,Nansang,Shan,MM
NMT,VNMT,MMNMT,1306349,Namtu,Shan,MM
NNA,GMMY,MANNA,2544571,Kenitra,Gharb-Chrarda-Beni Hssen,MA
NNB,AGGT,SBNNB,2178809,Ghupuna,,SB
NNG,ZGNN,CNNNG,1799869,Nanning,Guangxi Zhuang Autonomous Region,CN
NNI,FYNA,NANNI,3355312,Namutoni,Kunene,NA
NNK,,USNNK,5869587,Naknek,Alaska,US
NNL,PANO,USNNL,5870146,Nondalton,Alaska,US
NNM,ULAM,RUNNM,523392,Naryan-Mar,Nenetskiy Avtonomnyy Okrug,RU
NNR,EICA,IENNR,2963600,Inveran,Connaught,IE
NNT,VTCN,THNNT,1608452,Nan,Nan,TH
NNU,SNNU,,3456398,Nanuque,Minas Gerais,BR
NNX,WRLF,IDNNX,1633811,Nunukan,East Kalimantan,ID
NNY,ZHNY,,1799629,Nanyang,Henan,CN
NOA,YSNW,AUNOA,2154787,Nowra,New South Wales,AU
NOB,MRNS,CRNOB,3622716,Nicoya,Guanacaste,CR
NOC,EIKN,IENOC,2965518,Charlestown,Connaught,IE
NOD,EDWS,DENOD,2862136,Norddeich,Lower Saxony,DE
NOG,MMNG,MXNOG,4004886,Nogales,Sonora,MX
NOI,,RUNOI,481018,Tsemdolina,Krasnodarskiy,RU
NOJ,USRO,RUNOJ,1496503,Noyabrsk,Yamalo-Nenetskiy Avtonomnyy Okrug,RU
NOK,SBXV,BRNOK,3466255,Nova Xavantina,Mato Grosso,BR
NOM,,PGNOM,2099287,Boga Bank,Western Province,PG
NON,NGTO,KINON,2110260,Autukia Village,Gilbert Islands,KI
NOP,LTCM,TRSIC,739600,Sinop,Sinop,TR
NOR,BINF,,2628020,Neskaupstadur,East,IS
NOS,FMNN,MGNOS,1058089,Nosy-Be,,MG
NOT,KDVO,USNOT,5378044,Novato,California,US
NOU,NWWW,,2139521,Noumea,South Province,NC
NOV,FNHU,AONOV,3348313,Huambo,Huambo,AO
NOW,KNOW,,7262139,Port Angeles East,Washington,US
NOZ,UNWW,RUNOZ,1491186,Spichenkovo,Kemerovo,RU
NPA,KNPA,,4168228,Pensacola,Florida,US
NPE,NZNR,NZNPE,2190224,Hastings,Hawke's Bay,NZ
NPL,NZNP,NZNPL,2186239,New Plymouth,Taranaki,NZ
NPO,WIOG,IDNPO,1634436,Nangah Pinoh,West Kalimantan,ID
NPP,,AUNPP,8348362,Laramba,Northern Territory,AU
NPR,SJNP,,6317800,Novo Progresso,Pará,BR
NPT,KUUU,USNPT,5223593,Newport,Rhode Island,US
NPU,,CONPU,3678582,La Linda,Caldas,CO
NQA,KNQA,,4641239,Memphis,Tennessee,US
NQI,KNQI,USNQI,4703384,Kingsville,Texas,US
NQL,SWNQ,BRNQL,3456285,Niquelândia,Goiás,BR
NQN,SAZN,ARNQN,3843123,Neuquén,Neuquén Province,AR
NQT,EGBN,,2641170,Nottingham,England,GB
NQU,SKNQ,CONQU,3673690,Nuquí,Chocó,CO
NQX,KNQX,,4160812,Key West,Florida,US
NQY,EGHQ,GBNQY,2641589,Newquay,England,GB
NRA,YNAR,AUNRA,2155731,Narrandera,New South Wales,AU
NRB,KNRB,USNRB,4163732,Mayport,Florida,US
NRC,KNRC,USNRC,5340911,Crows Landing,California,US
NRD,EDWY,DENRD,2862041,Norderney,Lower Saxony,DE
NRE,WAPG,IDNRE,1634511,Namrole,Maluku,ID
NRG,,AUNRG,2064915,Narrogin,Western Australia,AU
NRK,ESSP,SENRK,2688368,Norrköping,Östergötland,SE
NRL,EGEN,GBNRS,7118084,Templehall,Scotland,GB
NRM,GANK,MLNRM,2453079,Nara,Koulikoro,ML
NRN,EDLV,,2813410,Weeze,North Rhine-Westphalia,DE
NRR,TJNR,PRNRR,4563378,Ceiba,Ceiba,PR
NRS,KNRS,,5359054,Imperial Beach,California,US
NRT,RJAA,JPNRT,1850147,Tokyo,Tokyo,JP
NRY,,AUNRY,8347687,Baines,Northern Territory,AU
NSE,KNSE,USNSE,4154023,East Milton,Florida,US
NSF,,,7257935,Andrews AFB,Maryland,US
NSH,OINN,,1162,Korkorūdsar-e Pā’īn,Māzandarān,IR
NSI,FKYS,CMYAO,2220957,Yaoundé,Centre,CM
NSK,UOOO,RUNSK,1497337,Norilsk,Krasnoyarskiy,RU
NSM,YNSM,AUNSM,2064553,Norseman,Western Australia,AU
NSN,NZNS,NZNSN,2186280,Nelson,Nelson,NZ
NSO,YSCO,AUNSO,2150096,Scone,New South Wales,AU
NSQ,BGNU,,3422300,Nuussuaq,Qaasuitsup,GL
NST,VTSF,THNST,1151933,Nakhon Si Thammarat,Nakhon Si Thammarat,TH
NSV,YNSH,AUNSV,2155132,Noosaville,Queensland,AU
NSY,LICZ,ITNSY,8469108,Sigonella,Sicily,IT
NTB,ENNO,NONTB,3144075,Notodden,Telemark,NO
NTD,KNTD,USNTD,5384339,Port Hueneme,California,US
NTE,LFRS,FRNTE,2990969,Nantes,Pays de la Loire,FR
NTG,ZSNT,,1799722,Nantong,Jiangsu,CN
NTI,WASB,IDNTI,1648691,Bintuni,West Papua,ID
NTL,YWLM,AUNTL,2155472,Newcastle,New South Wales,AU
NTM,,BRNTM,3394817,Miracema do Tocantins,Tocantins,BR
NTN,YNTN,AUNTN,2155085,Normanton,Queensland,AU
NTO,GVAN,CVNTO,3374346,Ponta do Sol,Ribeira Grande,CV
NTQ,RJNW,,1848976,Wajima,Ishikawa,JP
NTR,MMAN,,3995465,Monterrey,Nuevo León,MX
NTT,NFTP,TONTT,4032619,Hihifo,Niuas,TO
NTU,KNTU,USNTU,4760601,Gatewood Park,Virginia,US
NTX,WION,IDNTX,1650976,Ayer Uma,Riau Islands,ID
NTY,FAPN,ZANTY,965192,Pilanesberg Center,North-West,ZA
NUA,,,1232783,Nuwara Eliya,Central,LK
NUB,YNUM,AUNUB,2064382,Numbulwar Mission,Northern Territory,AU
NUD,HSNH,SDNUD,378699,An Nuhūd,West Kordofan State,SD
NUE,EDDN,DENUE,2861650,Nuremberg,Bavaria,DE
NUI,PAQT,USNUI,5870441,Nuiqsut,Alaska,US
NUK,NTGW,PFNUK,8531746,Tavava,Îles Tuamotu-Gambier,PF
NUL,PANU,USNUL,5870463,Nulato,Alaska,US
NUN,KNUN,,4168228,Pensacola,Florida,US
NUP,,USNUP,5870502,Nunapitchuk,Alaska,US
NUQ,KNUQ,USNUQ,5375480,Mountain View,California,US
NUS,NVSP,VUNUS,2135517,Norsup,Malampa,VU
NUT,,PGNUT,2088157,Pora,East New Britain,PG
NUU,HKNK,KENUU,184622,Nakuru,Nakuru,KE
NUW,KNUW,USNUW,7260833,Ault Field,Washington,US
NUX,USMU,RUNUX,1496511,Novy Urengoy,Yamalo-Nenetskiy Avtonomnyy Okrug,RU
NVA,SKNV,CONVA,3673899,Neiva,Huila,CO
NVD,KNVD,USNVD,4400203,Nevada,Missouri,US
NVG,MNNG,,3617459,Nueva Guinea,Atlántico Sur,NI
NVI,UTSA,UZNVI,1513131,Navoiy,Navoiy,UZ
NVJ,MMNV,,3995019,Navojoa,Sonora,MX
NVK,ENNK,NONVK,3144987,Narvik,Nordland,NO
NVN,,,5327158,Beckwourth,California,US
NVP,SWNA,BRNVP,3663142,Novo Aripuanã,Amazonas,BR
NVR,ULNN,RUNVR,519336,Velikiy Novgorod,Novgorod,RU
NVS,LFQG,FRNVS,2990474,Nevers,Bourgogne-Franche-Comté,FR
NVT,SBNF,BRNVT,3456370,Navegantes,Santa Catarina,BR
NVY,,INNVY,1261473,Neyveli,Tamil Nadu,IN
NWA,FMCI,KMNWA,921913,Djoyézi,Mohéli,KM
NWH,,USNWH,5090256,Newport,New Hampshire,US
NWI,EGSH,GBNRW,2641181,Norwich,England,GB
NWT,,PGNWT,2093818,Koabu,Western Province,PG
NXX,KNXX,USNXX,7148051,Meetinghouse Village,Pennsylvania,US
NYA,USHN,RUNYA,1496476,Nyagan,Khanty-Mansiyskiy Avtonomnyy Okrug,RU
NYE,HKNI,KENYE,182701,Nyeri,Nyeri,KE
NYG,KNYG,USNYG,4780703,Quantico,Virginia,US
NYI,DGSN,GHNYI,2295021,Sunyani,Brong-Ahafo,GH
NYK,HKNY,KENYK,184433,Nanyuki,Laikipia,KE
NYM,USMM,RUNYM,1498087,Nadym,Yamalo-Nenetskiy Avtonomnyy Okrug,RU
NYN,YNYN,AUNYN,2154672,Nyngan,New South Wales,AU
NYO,ESKN,SENYO,2673730,Stockholm,Stockholm,SE
NYR,UENN,,2018735,Nyurba,Sakha,RU
NYT,VYNT,,6611854,Nay Pyi Taw,Mandalay,MM
NYU,VYBG,MMNYU,1303351,Nyaung-U,Mandalay,MM
NYW,,,1319943,Kawegyin,Sagain,MM
NZA,FNZG,AONZA,7669378,Nzagi,Luanda Norte,AO
NZC,SPZA,,4160021,Jacksonville,Florida,US
NZE,GUNZ,GNNZE,2416969,Nzérékoré,Nzerekore,GN
NZH,ZBMZ,CNNZH,2035836,Manzhouli,Inner Mongolia,CN
NZY,KNZY,,5391811,San Diego,California,US
OAA,,,1132104,Nowē Kalā,Logar,AF
OAG,YORG,AUOAG,2154219,Orange,New South Wales,AU
OAH,OASD,,1428396,Moghulān-e Now,Herat,AF
OAI,OAIX,,1349667,Pā’īn Jān Qadam,Parwan,AF
OAJ,KOAJ,USOAJ,4473083,Jacksonville,North Carolina,US
OAK,KOAK,USOAK,5378538,Oakland,California,US
OAL,SSKW,BROAL,3925212,Cacoal,Rondônia,BR
OAM,NZOU,NZOAM,6215045,"Oamaru, Waitaki District",Otago,NZ
OAN,,HNOAN,3604251,Olanchito,Yoro,HN
OAR,KOAR,,5370493,Marina,California,US
OAS,,,1122066,Tōrmukh,Paktika,AF
OAX,MMOX,MXOAX,3522507,Oaxaca de Juárez,Oaxaca,MX
OAZ,OAZI,AFCBN,1124780,Shūr Āv,Helmand,AF
OBC,HDOB,DJOBC,221527,Obock,Obock,DJ
OBD,,IDOBD,1633697,Obano,Papua,ID
OBE,KOBE,,4166822,Okeechobee,Florida,US
OBF,EDMO,DEOBP,2859446,Oberpfaffenhofen,Bavaria,DE
OBI,SBTS,BROBI,3384728,Appikalo,Sipaliwini,SR
OBL,EBZR,BEOBL,2783204,Zoersel,Flanders,BE
OBN,EGEO,GBOBA,2641108,Oban,Scotland,GB
OBO,RJCB,JPOBO,2128815,Obihiro,Hokkaido,JP
OBS,LFHO,,3036418,Aubenas,Auvergne-Rhône-Alpes,FR
OBU,PAOB,USOBU,5866556,Kobuk,Alaska,US
OBX,AYOB,PGOBX,2089292,Obo,Central Province,PG
OBY,BGSC,GLOBY,3422891,Ittoqqortoormiit,,GL
OCA,,USOCA,4166734,Ocean Reef Club,Florida,US
OCC,SECO,ECOCC,3652743,Puerto Francisco de Orellana,Orellana,EC
OCE,KOXB,USOCE,4364312,Ocean City,Maryland,US
OCF,KOCF,USOCF,4166673,Ocala,Florida,US
OCH,KOCH,USOCH,4708308,Lufkin,Texas,US
OCI,,USOCI,5871935,Port San Juan,Alaska,US
OCJ,MKBS,JMOCJ,3491277,Boscobel,Saint Mary,JM
OCM,YBGD,,8623908,Cajpupt Yard,Western Australia,AU
OCN,KOKB,USOCN,5378771,Oceanside,California,US
OCV,SKOC,COOCV,3673662,Ocaña,Norte de Santander,CO
OCW,KOCW,USOCW,4497666,Washington,North Carolina,US
ODA,FEFW,CFODA,236901,Ouadda,Haute-Kotto,CF
ODB,LEBA,ESODB,2519240,Córdoba,Andalusia,ES
ODC,,,5345025,East Oakdale,California,US
ODD,YOOD,AUODD,2064144,Oodnadatta,South Australia,AU
ODE,EKOD,DKODE,2615876,Odense,South Denmark,DK
ODH,EGVO,GBODM,2641079,Odiham,England,GB
ODJ,FEGO,CFODJ,236863,Ouanda Djallé,Vakaga,CF
ODM,,,4364231,Oakland,Maryland,US
ODN,WBGI,MYODN,1737826,Long Seridan,Sarawak,MY
ODO,,,2026583,Bodaybo,Irkutsk,RU
ODR,YORV,AUODR,8607689,New Ord River,Western Australia,AU
ODS,UKOO,UAODS,698740,Odesa,Odessa,UA
ODW,KOKH,USODW,5805441,Oak Harbor,Washington,US
ODX,KODX,,5074567,Ord,Nebraska,US
ODY,VLOS,LAODY,1655078,Muang Xay,Oudômxai,LA
OEA,KOEA,USOEA,4266307,Vincennes,Indiana,US
OEC,WPOC,TLOEC,1938730,Oe-Cussi,Oecusse,TL
OEL,UUOR,,515012,Oryol,Orjol,RU
OEM,,SROEM,3383304,Pepejoe,Sipaliwini,SR
OEO,KOEO,USOEO,5265824,Osceola,Wisconsin,US
OER,ESNO,SEOER,2686469,Örnsköldsvik,Västernorrland,SE
OES,SAVN,AROES,3837980,San Antonio Oeste,Río Negro Province,AR
OFF,KOFF,,5074472,Omaha,Nebraska,US
OFI,DIOF,CIOFI,2282908,Ouangofétini,Zanzan,CI
OFJ,BIOF,,2627843,Olafsfjordur,Northeast,IS
OFK,KOFK,USOFK,5073965,Norfolk,Nebraska,US
OFU,NSAS,ASOFU,5881544,Ofu,Manu'a,AS
OGA,KOGA,USOGA,5698040,Ogallala,Nebraska,US
OGB,KOGB,USOGB,4590184,Orangeburg,South Carolina,US
OGD,KOGD,,5779206,Ogden,Utah,US
OGE,,PGOGE,2086970,Selimbeng,Morobe,PG
OGG,PHOG,USOGG,5847411,Kahului,Hawaii,US
OGL,SYGO,GYOGL,3376662,Ogle,Demerara-Mahaica,GY
OGM,,,3700267,Ustupo Yantupo,Guna Yala,PA
OGN,ROYN,JPOGN,1848266,Yonakuni,Okinawa,JP
OGO,DIAU,CIOGO,2293549,Abengourou,Comoé,CI
OGR,FTTB,TDOGR,2434910,Bongor,Mayo-Kebbi Est,TD
OGS,KOGS,USOGS,5129626,Ogdensburg,New York,US
OGU,LTCB,,747257,Eskisayaca,Ordu,TR
OGV,,NAOGV,3354716,Okaukuejo,,NA
OGX,DAUU,DZOGX,2485801,Ouargla,Ouargla,DZ
OGZ,URMO,,576697,Beslan,North Ossetia,RU
OHA,NZOH,NZOHA,2185877,Ohakea,Manawatu-Wanganui,NZ
OHC,,USOHC,5874716,Sooghmeghat,Alaska,US
OHD,LWOH,MKOHD,787487,Ohrid,Ohrid,MK
OHE,ZYMH,,2035730,Mohe,Heilongjiang,CN
OHH,UHSH,,2122614,Okha,Sakhalin,RU
OHI,,NAOHI,3354021,Oshakati,Oshana,NA
OHO,UHOO,,2122605,Okhotsk,Khabarovsk Krai,RU
OHR,EDXY,,2805396,Wyk auf Föhr,Schleswig-Holstein,DE
OHS,,,288427,Falaj al Qabā’il,Al Batinah North Governorate,OM
OHT,OPKT,PKOHT,1173491,Kohāt,Khyber Pakhtunkhwa,PK
OIA,SDOW,,6317824,Ourilândia do Norte,Pará,BR
OIC,KOIC,USOIC,5129359,Norwich,New York,US
OIL,,USOIL,5138044,Shore Haven,New York,US
OIM,RJTO,JPOIM,8660345,Jino’oka,Tokyo,JP
OIR,RJEO,JPOIR,2038728,Okushiri,Hokkaido,JP
OIT,RJFO,JPOIT,1854487,Ōita,Oita,JP
OIZ,DTTB,,2469565,La Pêcherie,,TN
OJC,KOJC,,4276614,Olathe,Kansas,US
OKA,ROAH,JPOKA,1856035,Naha,Okinawa,JP
OKB,,AUOKB,8635839,Orchid Beach Island Village,Queensland,AU
OKC,KOKC,USOKC,4544349,Oklahoma City,Oklahoma,US
OKD,RJCO,JPOKD,2128295,Sapporo,Hokkaido,JP
OKE,RJKB,JPOKE,1858373,Kunigami,Kagoshima,JP
OKF,FYOO,NAOKF,3354716,Okaukuejo,,NA
OKG,,CGOKG,2255775,Okoyo,Cuvette,CG
OKH,EGXJ,GBOKM,2641128,Oakham,England,GB
OKI,RJNO,JPOKI,8651190,Misakimachi,Shimane,JP
OKJ,RJOB,JPOKJ,1854383,Okayama,Okayama,JP
OKK,KOKK,USOKK,4922388,Kokomo,Indiana,US
OKL,WAJO,IDOKL,11012574,Oksibil,Papua,ID
OKM,KOKM,,4544383,Okmulgee,Oklahoma,US
OKN,FOGQ,GAOKN,2396898,Okondja,Haut-Ogooué,GA
OKO,RJTY,JPOKO,1907148,Fussa,Tokyo,JP
OKP,,PGOKP,2095080,Kaiangabip,Western Province,PG
OKQ,WAKO,IDOKQ,1633630,Okaba,Papua,ID
OKR,YYKI,AUOKR,8348169,Masig Island,Queensland,AU
OKT,UWUK,RUOKT,537295,Kzyl-Yar,Tatarstan,RU
OKU,FYMO,NAOKU,3355310,Namutoni Gate,Oshikoto,NA
OKV,,PGOKV,8714909,Okao,Western Province,PG
OKY,YBOK,AUOKY,2154656,Oakey,Queensland,AU
OLA,ENOL,,3159198,Djupdalen,Sør-Trøndelag,NO
OLB,LIEO,ITOLB,3172087,Olbia,Sardinia,IT
OLC,SDCG,,8521335,São Paulo de Olivença,Amazonas,BR
OLD,KOLD,USOLD,4972028,Milford,Maine,US
OLE,KOLE,USOLE,5129780,Olean,New York,US
OLF,KOLF,USOLF,5687028,Wolf Point,Montana,US
OLH,,USOLH,5870746,Old Harbor,Alaska,US
OLI,,,3413821,Rif,West,IS
OLJ,NVSZ,VUOLJ,2135478,Olpoï,Sanma,VU
OLK,,,3438102,Fuerte Olimpo,Alto Paraguay,PY
OLL,FCOX,,2569651,Tsokia,Plateaux,CG
OLM,KOLM,USOLM,5805687,Olympia,Washington,US
OLN,,AROLN,3835710,Sarmiento,Chubut Province,AR
OLO,LKOL,CZOLO,3069011,Olomouc,Olomoucký,CZ
OLP,YOLD,AUOLP,8188966,Olympic Dam,South Australia,AU
OLR,,,1138737,Kajīr Kêlay,Khowst,AF
OLS,KOLS,USOLS,4004886,Nogales,Sonora,MX
OLU,KOLU,USOLU,5066001,Columbus,Nebraska,US
OLV,KOLV,USOLV,4439869,Olive Branch,Mississippi,US
OLX,,,10792302,Talek,Narok,KE
OLY,KOLY,USOLY,4246382,Olney,Illinois,US
OLZ,UEMO,,2018571,Olyokminsk,Sakha,RU
OMA,KOMA,USOMA,5074472,Omaha,Nebraska,US
OMB,FOOH,GAOMB,2396853,Omboué,Ogooué-Maritime,GA
OMC,RPVO,,1697018,Ormoc,Eastern Visayas,PH
OMD,FYOG,NAOMD,3354071,Oranjemund,Karas,NA
OME,PAOM,USOME,5870133,Nome,Alaska,US
OMF,OJMF,JOOMF,250582,Al Mafraq,Mafraq,JO
OMG,FYOE,NAOMG,877158,Khance,Zambezi,NA
OMH,OITR,IROMH,121801,Orūmīyeh,Āz̄ārbāyjān-e Gharbī,IR
OMI,OIAJ,IROMI,121861,Omīdīyeh,Khuzestan,IR
OMJ,,JPOMJ,1854093,Ōmura,Nagasaki,JP
OMK,KOMK,USOMK,5805734,Omak,Washington,US
OMM,OOMX,OMOMM,287362,Ma’mūl,Z̧ufār,OM
OMO,LQMO,BAOMO,3194828,Mostar,Federation of Bosnia and Herzegovina,BA
OMR,LROD,ROOMR,671768,Oradea,Bihor,RO
OMS,UNOO,RUOMS,1496153,Omsk,Omsk,RU
OMY,,KHOMY,1830098,Tbêng Méanchey,Preah Vihear,KH
ONA,KONA,USONA,5053156,Winona,Minnesota,US
OND,FYOA,NAOND,3354247,Ondangwa,Oshana,NA
ONG,YMTI,AUONG,2156878,Mornington,Victoria,AU
ONH,,USONH,5129852,Oneonta,New York,US
ONI,WABD,IDONI,8530817,Makiawapa,Papua,ID
ONJ,RJSR,,2128787,Ōdate,Akita,JP
ONK,UERO,,2018567,Olenyok,Sakha,RU
ONL,KONL,USONL,5074259,O'Neill,Nebraska,US
ONM,KONM,USONM,5491999,Socorro,New Mexico,US
ONN,,USONN,5879155,Aleneva,Alaska,US
ONO,KONO,USONO,5744166,Ontario,Oregon,US
ONP,KONP,,5742750,Newport,Oregon,US
ONQ,LTAS,,737022,Zonguldak,Zonguldak,TR
ONS,YOLW,AUONS,2064155,Onslow,Western Australia,AU
ONT,KONT,USONT,5379439,Ontario,California,US
ONU,NFOL,,4035979,Ndoi,,FJ
ONX,MPEJ,PAONX,3712076,Colón,Colón,PA
ONY,KONY,USONY,4716683,Olney,Texas,US
OOA,,USOOA,4879822,University Park,Iowa,US
OOK,PAOO,USOOK,5876385,Toksook Bay,Alaska,US
OOL,YBCG,AUOOL,2165087,Gold Coast,Queensland,AU
OOM,YCOM,AUCOM,2170577,Cooma,New South Wales,AU
OOT,NGON,KIOOT,7576349,Tekawa Village,Gilbert Islands,KI
OPA,BIKP,,2629105,Kópasker,Northeast,IS
OPB,,PGOPB,2091215,Matanakunai,East New Britain,PG
OPF,KOPF,,4164138,Miami,Florida,US
OPI,YOEN,AUOPI,8347742,Gunbalanya,Northern Territory,AU
OPL,KOPL,USOPL,4336153,Opelousas,Louisiana,US
OPO,LPPR,PTOPO,2735943,Porto,Porto,PT
OPS,SWSI,BROPS,6318696,Sinop,Mato Grosso,BR
OPU,AYBM,PGOPU,2099987,Balimo,Western Province,PG
OPW,,NAOPW,3354077,Opuwo,Kunene,NA
OQN,KOQN,,7147049,Commons at Goshen,Pennsylvania,US
ORA,SASO,,3836620,Orán,Salta Province,AR
ORB,ESOE,SEORB,2686657,Örebro,Örebro,SE
ORC,SKOE,COORC,3673536,Orocué,Casanare,CO
ORD,KORD,USORD,4887398,Chicago,Illinois,US
ORE,LFOJ,,3031183,Boulay-les-Barres,Centre,FR
ORF,KORF,USORF,4776222,Norfolk,Virginia,US
ORG,SMZO,,3383330,Paramaribo,Paramaribo,SR
ORH,KORH,USORH,4956184,Worcester,Massachusetts,US
ORI,,USORI,5871925,Port Lions,Alaska,US
ORJ,SYOR,GYORJ,3661107,Orinduik,Potaro-Siparuni,GY
ORK,EICK,IEORK,2965140,Cork,Munster,IE
ORL,KORL,,4167147,Orlando,Florida,US
ORM,EGBK,GBNHP,2641430,Northampton,England,GB
ORN,DAOO,DZORN,2485926,Oran,Oran,DZ
ORO,,,3602365,San Diego,Yoro,HN
ORP,FBOR,BWORP,933186,Orapa,Central,BW
ORR,YYOR,AUORR,2057273,Yorketown,South Australia,AU
ORS,,AUORS,10108454,Orpheus Island,Queensland,AU
ORT,PAOR,USORT,5870345,Northway,Alaska,US
ORU,SLOR,BOORU,3909234,Oruro,Oruro,BO
ORV,PFNO,USORV,5870154,Noorvik,Alaska,US
ORW,OPOR,PKORW,1168698,Ormāra Raik,Balochistān,PK
ORX,SNOX,BRORX,3393471,Oriximiná,Pará,BR
ORY,LFPO,FRORY,2988507,Paris,Île-de-France,FR
ORZ,,BZORZ,3581514,Orange Walk,Orange Walk,BZ
OSC,KOSC,USOSC,5004615,Oscoda,Michigan,US
OSD,ESNZ,SEOSD,2685750,Östersund,Jämtland,SE
OSE,,PGOSE,2094673,Kapiso,Morobe,PG
OSF,UUMO,RUOSF,514297,Ostaf’yevo,MO,RU
OSH,KOSH,,5265838,Oshkosh,Wisconsin,US
OSI,LDOS,HROSI,3193935,Osijek,Osječko-Baranjska,HR
OSK,ESMO,,2686162,Oskarshamn,Kalmar,SE
OSL,ENGM,NOOSL,3143244,Oslo,Oslo,NO
OSM,ORBM,,99072,Mosul,Nīnawá,IQ
OSN,RKSO,KROSN,6575423,Haejeong,Gyeonggi-do,KR
OSO,YOSB,,2065594,Mount Isa,Queensland,AU
OSR,LKMT,CZOSR,3068799,Ostrava,Moravskoslezský,CZ
OSS,UAFO,KGOSS,11054823,Osh City,Osh City,KG
OST,EBOS,,2789786,Ostend,Flanders,BE
OSU,KOSU,,4509177,Columbus,Ohio,US
OSW,UWOR,RUOSW,514734,Orsk,Orenburg,RU
OSY,ENNM,NOOSY,3145023,Namsos,Nord-Trøndelag,NO
OSZ,EPKO,PLOSZ,3095049,Koszalin,West Pomeranian Voivodeship,PL
OTA,,ETOTA,330425,Mot’a,Amhara,ET
OTC,FTTL,TDOTC,2424356,Yakoua,Lac,TD
OTD,,PAOTD,10206733,Contadora,Panamá,PA
OTG,KOTG,USOTG,5053460,Worthington,Minnesota,US
OTH,KOTH,USOTH,5742974,North Bend,Oregon,US
OTI,WAMR,,1643812,Gotalalamo,,ID
OTJ,,NAOTJ,3353811,Otjiwarongo,Otjozondjupa,NA
OTL,GQNB,MROTL,2380670,Boutilimit,Trarza,MR
OTM,KOTM,USOTM,4870380,Ottumwa,Iowa,US
OTO,,USOTO,5482950,Otto,New Mexico,US
OTP,LROP,ROOTP,683506,Bucharest,Bucureşti,RO
OTR,MRCC,CROTR,3624066,Corredor,Puntarenas,CR
OTS,,USOTS,5785657,Anacortes,Washington,US
OTT,,,6316941,Cotriguaçu,Mato Grosso,BR
